Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDQ21,21.25,1,119.3756,OUT013,3271.7412,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDE17,20.1,1,151.7366,OUT035,4836.3712,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
NCI42,18.75,1,209.4954,OUT018,2500.7448,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDZ21,17.6,1,95.841,OUT017,1641.197,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDX48,17.75,1,154.2656,OUT018,3398.2432,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDH26,19.25,1,141.9496,OUT045,988.0472,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDD50,18.85,0,171.0132,OUT049,4396.9432,19,High Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDL40,17.7,1,95.541,OUT010,96.541,20,Low Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
NCO02,12.792854228644991,2,67.5142,OUT027,2306.997,33,Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDF05,17.5,1,264.891,OUT013,4996.829,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
DRG25,10.5,1,185.624,OUT013,6897.688,31,Low Viz,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
NCA41,16.75,1,192.3162,OUT017,2308.9944,11,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDZ40,8.935,1,52.6298,OUT045,808.947,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDT15,12.792854228644991,2,183.795,OUT019,549.285,33,Viz,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
FDP46,15.35,2,90.983,OUT035,1348.245,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
DRG01,12.792854228644991,2,78.467,OUT019,229.701,33,Viz,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
FDR23,15.85,2,178.037,OUT013,2646.555,31,Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDF09,6.215,1,36.4848,OUT045,447.4176,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDK09,12.792854228644991,2,230.7352,OUT027,8474.3024,33,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
DRJ11,9.5,2,189.0872,OUT035,3970.8312,14,Viz,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
FDI32,17.7,0,113.2834,OUT049,1727.751,19,High Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
NCG42,19.2,1,129.731,OUT018,1298.31,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA51,8.05,0,112.1518,OUT046,1252.3698,21,High Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDG57,14.7,2,49.4034,OUT010,194.4136,20,Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDG34,11.5,1,109.5254,OUT035,1627.881,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
NCI43,19.85,1,49.0376,OUT017,143.8128,11,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
NCY53,20.0,1,113.3544,OUT046,2572.6512,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDC33,8.96,2,195.3768,OUT013,2759.0752,31,Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
NCK29,5.615,2,124.773,OUT049,2956.152,19,Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDS50,17.0,1,220.0114,OUT017,2217.114,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCJ30,5.82,2,171.479,OUT045,4074.696,16,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDQ07,12.792854228644991,2,219.8456,OUT027,1547.3192,33,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDI20,19.1,1,212.8586,OUT010,422.1172,20,Low Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
NCM06,12.792854228644991,2,155.6656,OUT027,3243.7776,33,Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDL15,12.792854228644991,2,152.5682,OUT019,152.4682,33,Viz,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
NCL29,9.695,0,159.1604,OUT010,633.8416,20,High Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
FDB32,20.6,1,94.7778,OUT017,1314.2892,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDJ16,9.195,2,58.6246,OUT049,868.869,19,Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDJ32,10.695,1,60.4536,OUT045,183.7608,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDO12,15.75,1,195.8452,OUT035,4893.63,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCB18,19.6,1,86.9514,OUT046,1416.8224,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDO37,12.792854228644991,1,229.1326,OUT027,7393.0432,33,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDV13,17.35,1,86.1856,OUT013,703.0848,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDF52,9.3,2,182.3292,OUT010,182.4292,20,Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDY11,6.71,1,65.4142,OUT049,1516.0266,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDL20,17.1,2,109.4886,OUT017,1667.829,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDS45,5.175,1,105.9622,OUT045,1693.7952,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
DRJ13,12.65,1,159.6578,OUT018,962.7468,9,Low Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDR37,16.5,2,181.2292,OUT049,4195.8716,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDX13,7.725,1,249.5092,OUT018,2241.0828,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDT49,7.0,0,104.828,OUT045,1278.336,16,High Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDY13,12.1,1,76.667,OUT049,1531.34,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDF20,12.85,1,195.6768,OUT010,394.1536,20,Low Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDS32,17.75,1,142.4838,OUT035,1264.3542,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDJ44,12.792854228644991,2,175.0396,OUT027,4012.1108,33,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
NCY30,20.25,1,182.5976,OUT013,3078.6592,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDK33,12.792854228644991,1,214.756,OUT019,213.056,33,Low Viz,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
FDO31,6.76,1,79.596,OUT046,1438.128,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDG10,12.792854228644991,1,57.6588,OUT019,400.8116,33,Low Viz,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
DRI49,14.15,0,82.4276,OUT018,1218.414,9,High Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
NCA05,20.75,1,150.4734,OUT049,1187.7872,19,Low Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDZ13,7.84,0,48.935,OUT046,798.96,21,High Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
DRI25,19.6,1,56.6614,OUT017,1492.0578,11,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
NCA29,10.5,1,169.8106,OUT010,171.1106,20,Low Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
FDX43,5.655,0,167.95,OUT010,166.45,20,High Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDZ08,12.5,2,83.6592,OUT049,1320.9472,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDC58,10.195,1,44.6428,OUT035,615.1992,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCD54,12.792854228644991,1,146.3786,OUT027,5056.751,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDM24,6.135,2,151.7366,OUT035,3325.0052,14,Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDS12,9.1,0,124.6362,OUT035,2390.8878,14,High Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCN55,14.6,1,241.2538,OUT018,5287.7836,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCP06,20.7,1,151.4366,OUT046,1511.366,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDB41,19.0,2,48.1718,OUT045,709.077,16,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDJ16,9.195,2,59.6246,OUT046,1100.5674,21,Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
NCB18,12.792854228644991,2,89.7514,OUT019,88.5514,33,Viz,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
FDH38,6.425,1,115.5808,OUT035,3749.7856,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDE59,12.15,2,34.0532,OUT010,179.766,20,Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
NCF30,17.0,2,125.2362,OUT049,1384.1982,19,Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDE35,12.792854228644991,3,59.8904,OUT027,1757.712,33,,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDP49,12.792854228644991,2,55.8614,OUT019,110.5228,33,Viz,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
NCQ05,12.792854228644991,3,152.0708,OUT027,2106.5912,33,,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDP49,9.0,2,55.0614,OUT013,442.0912,31,Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDT12,6.215,1,226.6062,OUT018,677.1186,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCM06,7.475,2,154.2656,OUT010,308.9312,20,Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
FDV23,11.0,2,123.2046,OUT018,3237.1196,9,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDA44,19.7,1,58.193,OUT049,848.895,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
DRD27,18.75,1,97.6042,OUT013,1488.063,31,Low Viz,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
NCK53,11.6,1,101.2042,OUT013,2281.6966,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
NCF19,13.0,1,48.0034,OUT018,923.4646,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCY18,7.285,1,174.7054,OUT049,6303.7944,19,Low Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDN56,12.792854228644991,2,145.4786,OUT027,5779.144,33,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
NCI55,18.6,1,121.5414,OUT049,4020.7662,19,Low Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDB28,6.615,2,195.9426,OUT013,2570.6538,31,Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCA18,10.1,1,115.7492,OUT045,579.246,16,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDC46,17.7,2,182.6266,OUT046,3504.1054,21,Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
NCZ42,10.5,1,235.8248,OUT035,4266.4464,14,Low Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
DRA59,12.792854228644991,2,186.6924,OUT027,7033.5112,33,Viz,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
DRB25,12.3,2,106.2938,OUT018,1715.1008,9,Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDE24,12.792854228644991,2,143.0812,OUT027,3704.5112,33,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDA57,18.85,1,41.648,OUT013,759.012,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDZ46,7.485,2,108.7228,OUT017,1326.2736,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDX39,14.3,2,210.1586,OUT010,422.1172,20,Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDW35,10.6,1,42.7454,OUT049,419.454,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDZ55,12.792854228644991,1,158.792,OUT027,4474.176,33,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDI04,13.65,2,197.1426,OUT013,3954.852,31,Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDU46,12.792854228644991,1,85.354,OUT027,2077.296,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDE14,13.65,1,98.87,OUT049,2197.14,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDX23,6.445,1,94.4436,OUT013,1134.5232,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCN18,8.895,3,111.9544,OUT035,1565.9616,14,,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDR02,16.7,1,110.1886,OUT049,1334.2632,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDH04,6.115,1,89.6488,OUT046,1267.6832,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDZ51,11.3,2,96.9094,OUT010,190.4188,20,Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDR15,9.3,1,153.2314,OUT046,2326.971,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
NCQ30,7.725,1,123.0414,OUT049,1583.9382,19,Low Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDW45,18.0,1,145.3418,OUT049,882.8508,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDQ52,17.0,2,249.4434,OUT035,5960.2416,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDM01,12.792854228644991,2,102.9332,OUT027,3691.1952,33,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDE21,12.8,1,114.9492,OUT045,1737.738,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDH28,15.85,2,38.8506,OUT035,341.5554,14,Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDQ56,6.59,0,82.7908,OUT010,83.8908,20,High Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
DRM49,6.11,3,43.0086,OUT049,713.7376,19,,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
NCI29,12.792854228644991,1,139.9154,OUT027,4963.539,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDW44,9.5,1,170.1448,OUT045,1874.8928,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDR10,17.6,1,163.7552,OUT049,1787.0072,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDO60,20.0,1,43.5086,OUT035,401.4774,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDG08,13.15,3,171.9764,OUT017,2404.8696,11,,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDP10,19.0,2,106.5622,OUT045,1482.0708,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDG45,8.1,2,213.7902,OUT017,5946.9256,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRM47,9.3,1,192.3846,OUT018,4586.0304,9,Low Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDO40,12.792854228644991,1,148.9392,OUT027,3728.48,33,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
DRE37,13.5,2,187.0872,OUT018,3214.4824,9,Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDX13,7.725,1,248.3092,OUT013,6474.2392,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDE21,12.792854228644991,3,115.3492,OUT027,3823.0236,33,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NCU53,5.485,2,165.7842,OUT010,165.7842,20,Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
NCH07,13.15,0,157.2604,OUT010,316.9208,20,High Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
FDJ07,7.26,1,118.415,OUT017,1747.725,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDB46,10.5,2,213.7244,OUT049,4022.7636,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
DRL01,19.5,2,232.4958,OUT035,2804.3496,14,Viz,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
FDN57,12.792854228644991,2,143.5154,OUT019,567.2616,33,Viz,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
FDO38,12.792854228644991,2,78.9986,OUT027,2259.0594,33,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDA45,21.25,0,177.637,OUT045,2999.429,16,High Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRG36,14.15,2,171.8106,OUT013,3935.5438,31,Viz,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
DRL47,19.7,1,127.4362,OUT046,1510.0344,21,Low Viz,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
NCA05,12.792854228644991,1,148.2734,OUT019,296.9468,33,Low Viz,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
FDL38,13.8,1,89.9172,OUT013,1516.6924,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDC32,18.35,2,94.0462,OUT035,555.2772,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCI06,11.3,1,179.266,OUT045,5033.448,16,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDI05,8.35,2,76.5354,OUT049,1655.1788,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDR52,12.65,2,191.8846,OUT017,1146.5076,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDU26,16.7,1,120.3782,OUT017,1668.4948,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDG33,5.365,0,173.6764,OUT017,858.882,11,High Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDE38,6.52,1,164.2842,OUT046,2818.3314,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDI35,14.0,1,182.4634,OUT035,5452.902,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDN23,6.575,2,146.0444,OUT013,2612.5992,31,Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
NCP54,15.35,1,124.373,OUT035,2093.941,14,Low Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDO39,6.985,0,183.7608,OUT013,2940.1728,31,High Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
NCT17,10.8,1,186.6214,OUT013,2261.0568,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
NCK30,14.85,1,254.3698,OUT035,4566.0564,14,Low Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDM24,12.792854228644991,2,152.7366,OUT027,1813.6392,33,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDA35,14.85,1,120.8072,OUT046,4287.752,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
NCM07,9.395,1,83.2908,OUT013,1258.362,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDD09,13.5,1,179.6976,OUT017,1810.976,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDW07,18.0,0,88.7514,OUT017,1062.6168,11,High Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDM27,12.792854228644991,0,158.7946,OUT027,5522.811,33,High Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
NCY53,20.0,1,111.0544,OUT018,894.8352,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA10,20.35,0,123.2072,OUT017,1225.072,11,High Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRB24,8.785,1,156.4656,OUT035,2162.5184,14,Low Viz,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
NCN53,12.792854228644991,1,35.4874,OUT027,1693.7952,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDA31,7.1,2,171.708,OUT045,3115.944,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDE24,14.85,2,140.9812,OUT017,3277.0676,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDA04,11.3,2,259.1962,OUT018,5438.9202,9,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDV26,20.25,2,196.7794,OUT045,2731.1116,16,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDF40,12.792854228644991,1,250.9092,OUT027,8217.3036,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDH34,12.792854228644991,1,186.6582,OUT027,3715.164,33,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDO16,5.48,1,83.325,OUT010,416.125,20,Low Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDZ43,11.0,1,241.7512,OUT046,3635.268,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
DRJ51,14.1,3,231.9668,OUT049,1842.9344,19,,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
NCL07,12.792854228644991,1,40.548,OUT019,39.948,33,Low Viz,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
FDU58,6.61,1,186.0898,OUT035,2619.2572,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDI26,5.94,1,177.9344,OUT035,4460.86,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDG24,7.975,1,83.125,OUT017,2579.975,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCM19,12.65,1,112.5202,OUT046,787.6414,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
NCO29,11.15,1,166.3526,OUT049,986.7156,19,Low Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
NCM05,6.825,2,262.7226,OUT010,264.3226,20,Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
NCE07,8.18,1,142.6154,OUT046,709.077,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDR10,17.6,1,160.4552,OUT017,2599.2832,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDO12,15.75,1,194.3452,OUT049,2740.4328,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDC17,12.15,1,211.8928,OUT046,5890.9984,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDF34,9.3,1,197.6084,OUT010,595.2252,20,Low Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDO22,13.5,1,78.796,OUT018,239.688,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDT52,9.695,1,246.0144,OUT035,4165.2448,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDR24,12.792854228644991,1,88.383,OUT027,2067.309,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDP08,20.5,2,192.2478,OUT046,3874.956,21,Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDF39,14.85,1,262.591,OUT046,4996.829,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
NCQ06,13.0,1,256.1014,OUT013,2550.014,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDR04,7.075,1,95.7068,OUT013,583.2408,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDQ32,17.85,1,125.1388,OUT035,1981.4208,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
DRD15,10.6,2,232.4642,OUT010,697.0926,20,Viz,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
FDB02,9.695,1,175.137,OUT018,3705.177,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCS18,12.65,1,108.0938,OUT018,1607.907,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCS30,5.945,0,127.9652,OUT010,645.826,20,High Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
FDN15,17.5,1,141.418,OUT045,1957.452,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCL31,7.39,2,143.847,OUT017,4866.998,11,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDV31,9.8,0,177.937,OUT010,176.437,20,High Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDF38,11.8,1,40.6138,OUT013,406.138,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
DRK59,8.895,2,235.5616,OUT010,468.7232,20,Viz,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
DRJ24,11.8,2,186.8924,OUT049,2961.4784,19,Viz,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FDW51,12.792854228644991,2,213.356,OUT027,6817.792,33,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDN49,17.25,2,41.248,OUT046,679.116,21,Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDE20,11.35,1,168.379,OUT017,3225.801,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDV38,19.25,2,54.3956,OUT045,873.5296,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDH60,19.7,2,198.411,OUT017,2553.343,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCD55,14.0,1,40.2454,OUT049,922.7988,19,Low Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDU13,8.355,0,146.4418,OUT017,3089.9778,11,High Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
